cpu_usage_percent,memory_usage_percent,gpu_memory_used_mb,gpu_memory_total_mb,preprocess_time,classification_time,gradcam_time,clinicalqa_time,total_time,predicted_class,confidence_percent,normal_prob_percent,pneumonia_prob_percent,image_name,total_process_time
0.6,32.2,199.9672852,11875.3125,0.002304554,0.036085129,0.008204699,2.130227862,2.176822243,Pneumonia,99.99748,0.002536808,99.99748,person1019_bacteria_2950.jpeg,1.048500061
0.3,32.2,199.9672852,11875.3125,0.006139755,0.034098864,0.013812065,1.984840339,2.038891023,Pneumonia,100,4.32E-06,100,person1019_virus_1707.jpeg,1.057798386
0.3,32.3,199.9672852,11875.3125,0.00615263,0.03424716,0.014205933,1.561747223,1.616352945,Pneumonia,99.99944,0.000546639,99.99944,person1019_virus_1708.jpeg,1.058479071
0.6,32.3,199.9672852,11875.3125,0.003423691,0.035135269,0.009071112,2.088946831,2.136576903,Pneumonia,99.00589,0.994107,99.00589,person102_bacteria_487.jpeg,1.049425602
0.5,32.2,199.9672852,11875.3125,0.004677773,0.034768581,0.012261868,2.118009171,2.169717392,Normal,72.43101,72.43101,27.569002,person102_virus_189.jpeg,1.054685593
0.7,32.3,199.9672852,11875.3125,0.002656698,0.034342527,0.008540869,2.071320833,2.116860927,Pneumonia,99.99996,5.20E-05,99.99996,person1020_bacteria_2951.jpeg,1.047951221
0.9,32.2,199.9672852,11875.3125,0.002939701,0.035418749,0.00934124,1.516091515,1.563791205,Pneumonia,99.89067,0.10932492,99.89067,person1020_virus_1710.jpeg,1.050169468
0.6,32.2,199.9672852,11875.3125,0.002876282,0.034660339,0.008662224,1.664380919,1.710579764,Pneumonia,99.80281,0.19717743,99.80281,person1021_virus_1711.jpeg,1.048442841
0.6,32.2,199.9672852,11875.3125,0.0033288,0.034362316,0.008857727,1.81717971,1.863728553,Pneumonia,99.979385,0.020611681,99.979385,person1022_bacteria_2953.jpeg,1.049021244
0.4,32.2,199.9672852,11875.3125,0.00539422,0.034555197,0.012156248,1.600824109,1.652929774,Pneumonia,96.612076,3.3879242,96.612076,person1022_virus_1712.jpeg,1.055764198
0.6,32.3,199.9672852,11875.3125,0.005230427,0.035535812,0.011059046,2.073378812,2.125204097,Pneumonia,96.59384,3.4061606,96.59384,person1023_bacteria_2954.jpeg,1.055247068
0.7,32.3,199.9672852,11875.3125,0.002846241,0.034216881,0.008585691,2.205433351,2.251082164,Pneumonia,99.95591,0.044085544,99.95591,person1023_virus_1714.jpeg,1.047413111
1,32.3,199.9672852,11875.3125,0.002778292,0.034406185,0.008327484,2.245787607,2.291299568,Pneumonia,99.9829,0.017092373,99.9829,person1024_bacteria_2955.jpeg,1.04762125
0.4,32.3,199.9672852,11875.3125,0.003017187,0.03420043,0.009095669,2.003753846,2.050067132,Pneumonia,97.871765,2.12824,97.871765,person1024_virus_1716.jpeg,1.049002886
0.7,32.3,199.9672852,11875.3125,0.003000498,0.034694433,0.008692026,1.996408139,2.042795096,Pneumonia,99.999016,0.000984672,99.999016,person1026_bacteria_2957.jpeg,1.047617912
0.5,32.3,199.9672852,11875.3125,0.003626108,0.035397768,0.009229898,2.352996826,2.401250601,Pneumonia,99.98331,0.016682295,99.98331,person1026_virus_1718.jpeg,1.051056623
0.5,32.3,199.9672852,11875.3125,0.002625942,0.034340858,0.008547306,2.302230089,2.347744196,Pneumonia,99.999084,0.000919517,99.999084,person1028_bacteria_2959.jpeg,1.047531605
1.6,32.3,199.9672852,11875.3125,0.001897812,0.034541845,0.007587433,1.761082806,1.805109896,Pneumonia,100,2.10E-06,100,person1028_bacteria_2960.jpeg,1.045850039
0.6,32.3,199.9672852,11875.3125,0.002453804,0.034198999,0.00812006,1.956237135,2.001009998,Pneumonia,99.99702,0.002983682,99.99702,person1029_bacteria_2961.jpeg,1.04603529
0.6,32.3,199.9672852,11875.3125,0.002869129,0.034213305,0.008657932,1.843972408,1.889712774,Pneumonia,99.43795,0.5620406,99.43795,person1029_virus_1721.jpeg,1.047813177
0.5,32.3,199.9672852,11875.3125,0.002316713,0.03428793,0.007936954,2.285156837,2.329698434,Pneumonia,100,8.16E-06,100,person103_bacteria_488.jpeg,1.046486139
0.3,32.3,199.9672852,11875.3125,0.002643347,0.034186125,0.008301497,1.712034366,1.757165334,Pneumonia,99.999466,0.000535114,99.999466,person103_bacteria_489.jpeg,1.04712677
0.5,32.3,199.9672852,11875.3125,0.00325489,0.034701347,0.008901596,2.316242755,2.363100589,Pneumonia,93.72052,6.2794766,93.72052,person103_bacteria_490.jpeg,1.049054623
0.4,32.3,199.9672852,11875.3125,0.00347352,0.034141064,0.009077072,2.279241498,2.325933154,Pneumonia,99.99545,0.004548319,99.99545,person103_virus_190.jpeg,1.04916954
1.1,32.2,199.9672852,11875.3125,0.005105019,0.034433842,0.012147665,2.173342094,2.225028619,Pneumonia,87.748825,12.251178,87.748825,person1030_virus_1722.jpeg,1.054915667
0.4,32.3,199.9672852,11875.3125,0.002757549,0.034680843,0.008734703,1.884783018,1.930956114,Pneumonia,99.99993,7.67E-05,99.99993,person1031_bacteria_2963.jpeg,1.048710585
0.7,32.2,199.9672852,11875.3125,0.00251627,0.034740925,0.008181334,1.595196864,1.640635392,Pneumonia,99.999886,0.000113139,99.999886,person1031_bacteria_2964.jpeg,1.047382593
0.6,32.2,199.9672852,11875.3125,0.005665064,0.034891367,0.012166262,2.057694946,2.110417638,Pneumonia,80.35409,19.645908,80.35409,person1031_virus_1723.jpeg,1.05614996
0.4,32.2,199.9672852,11875.3125,0.002353668,0.034152985,0.007834435,2.326250432,2.370591519,Pneumonia,99.591064,0.4089421,99.591064,person1033_bacteria_2966.jpeg,1.046282053
0.8,32.3,199.9672852,11875.3125,0.002619505,0.034154415,0.008241653,1.516512958,1.561528532,Pneumonia,99.99901,0.000996258,99.99901,person1034_bacteria_2968.jpeg,1.047482491
0.6,32.2,199.9672852,11875.3125,0.003232241,0.034195185,0.010207415,2.192233793,2.239868633,Pneumonia,99.95459,0.045408897,99.95459,person1034_virus_1728.jpeg,1.050036192
0.5,32.2,199.9672852,11875.3125,0.001929998,0.034464836,0.007938862,1.619639535,1.663973231,Pneumonia,100,5.00E-06,100,person1035_bacteria_2969.jpeg,1.046162605
0.5,32.2,199.9672852,11875.3125,0.003246546,0.034188509,0.008898973,1.863411601,1.909745629,Pneumonia,99.97662,0.02337301,99.97662,person1035_virus_1729.jpeg,1.04851985
0.4,32.2,199.9672852,11875.3125,0.002501965,0.034124851,0.008215904,1.929341252,1.974183972,Pneumonia,99.99963,0.000354686,99.99963,person1036_bacteria_2970.jpeg,1.046816111
0.7,32.3,199.9672852,11875.3125,0.003022194,0.035557747,0.008880377,1.545990114,1.593450432,Pneumonia,99.7465,0.25347498,99.7465,person1036_virus_1730.jpeg,1.04962182
0.3,32.3,199.9672852,11875.3125,0.002632618,0.034301519,0.008541107,2.202179333,2.247654578,Pneumonia,99.99856,0.001432435,99.99856,person1037_bacteria_2971.jpeg,1.046938896
0.7,32.3,199.9672852,11875.3125,0.00688076,0.034803391,0.015172482,1.617002878,1.67385951,Pneumonia,99.92247,0.07754016,99.92247,person1038_bacteria_2972.jpeg,1.060370445
1.5,32.3,199.9672852,11875.3125,0.003727198,0.034021854,0.009364843,2.236733442,2.283847337,Pneumonia,99.41943,0.58056366,99.41943,person1038_virus_1733.jpeg,1.049490213
0.5,32.2,199.9672852,11875.3125,0.004453182,0.037051439,0.010322094,1.949727284,2.001553999,Pneumonia,99.68034,0.3196597,99.68034,person1039_bacteria_2973.jpeg,1.054474592
0.6,32.2,199.9672852,11875.3125,0.002886534,0.034137964,0.008533001,2.085791992,2.131349491,Pneumonia,99.99378,0.006206164,99.99378,person104_bacteria_491.jpeg,1.047689915
1.7,32.2,199.9672852,11875.3125,0.002193928,0.034064531,0.00808239,1.556308111,1.60064896,Pneumonia,99.99996,5.13E-05,99.99996,person104_bacteria_492.jpeg,1.046229362
1.1,32.2,199.9672852,11875.3125,0.004881382,0.034141541,0.010955095,2.310560438,2.360538456,Normal,77.62481,77.62481,22.375195,person104_virus_191.jpeg,1.053508759
0.4,32.2,199.9672852,11875.3125,0.004220724,0.03442049,0.009730101,2.146794761,2.195166076,Pneumonia,99.976,0.024012608,99.976,person1040_bacteria_2974.jpeg,1.051701069
0.6,32,199.9672852,11875.3125,0.002013922,0.035362482,0.008111954,1.967237593,2.012725951,Pneumonia,99.976036,0.023972932,99.976036,person1040_virus_1735.jpeg,1.047169447
0.4,32,199.9672852,11875.3125,0.002554893,0.034300327,0.008361101,2.048217901,2.093434223,Pneumonia,99.99832,0.001677685,99.99832,person1041_bacteria_2975.jpeg,1.04725647
1.4,32,199.9672852,11875.3125,0.002944469,0.034229517,0.009032488,1.868050063,1.914256537,Normal,55.540432,55.540432,44.459568,person1041_virus_1736.jpeg,1.048708916
0.5,32,199.9672852,11875.3125,0.004165888,0.034127951,0.010915756,1.77863279,1.827842385,Pneumonia,99.99393,0.006074491,99.99393,person1042_virus_1737.jpeg,1.052055359
