Image,Mean_Pneumonia_Probability,Variance_Pneumonia_Probability
person117_bacteria_556.jpeg,0.62951505,0.002005866
person1644_virus_2844.jpeg,0.39775893,0.00089900807
person109_bacteria_513.jpeg,0.79401225,0.0017146134
person93_bacteria_453.jpeg,0.7729818,0.0038551309
person124_bacteria_590.jpeg,0.4880496,0.00100873
person147_bacteria_711.jpeg,0.62715006,0.0021538227
person1625_virus_2817.jpeg,0.58727425,0.0017158431
person1641_virus_2840.jpeg,0.412609,0.0011772118
person104_bacteria_492.jpeg,0.84754676,0.0017291122
person82_bacteria_403.jpeg,0.6220778,0.0012985833
person1667_virus_2881.jpeg,0.5789735,0.00085073075
person88_bacteria_437.jpeg,0.63186985,0.0019881777
person55_virus_110.jpeg,0.63706136,0.001071434
person146_bacteria_700.jpeg,0.27632803,0.00054764
person109_bacteria_519.jpeg,0.68057275,0.0007920906
person151_bacteria_718.jpeg,0.71479666,0.0013531973
person1608_virus_2786.jpeg,0.37484792,0.0005147322
person3_virus_15.jpeg,0.5557958,0.0008474055
person78_bacteria_382.jpeg,0.43194294,0.00058829313
person1665_virus_2878.jpeg,0.43826896,0.001096238
person85_bacteria_423.jpeg,0.7374388,0.002505191
person83_bacteria_407.jpeg,0.3781507,0.0009919973
person8_virus_27.jpeg,0.47402972,0.0011502039
person80_bacteria_392.jpeg,0.6529713,0.003102642
person122_bacteria_585.jpeg,0.7212886,0.0017048884
person52_virus_106.jpeg,0.25765806,0.0007295636
person1668_virus_2882.jpeg,0.3774376,0.0006176475
person172_bacteria_828.jpeg,0.43257627,0.0014181184
person109_bacteria_526.jpeg,0.9079977,0.0010855324
person78_bacteria_385.jpeg,0.71076894,0.0017295262
person1634_virus_2830.jpeg,0.54148275,0.0028119911
person1662_virus_2875.jpeg,0.7125299,0.0017194018
person74_virus_135.jpeg,0.5475699,0.0004888663
person1650_virus_2854.jpeg,0.6118887,0.0004076465
person54_virus_109.jpeg,0.5751656,0.0015401982
person155_bacteria_730.jpeg,0.7403598,0.0010755983
person86_bacteria_428.jpeg,0.35807934,0.0007305044
person11_virus_38.jpeg,0.5455543,0.0006944739
person38_virus_83.jpeg,0.6374853,0.002432876
person141_bacteria_678.jpeg,0.8927719,0.00092018576
person123_bacteria_587.jpeg,0.7807869,0.0013262953
person100_bacteria_475.jpeg,0.54874194,0.002783457
person78_bacteria_387.jpeg,0.5300354,0.0008724481
person1631_virus_2826.jpeg,0.47821587,0.00091498566
person108_bacteria_511.jpeg,0.5831755,0.001412713
person85_bacteria_419.jpeg,0.45221102,0.0010323407
person100_bacteria_481.jpeg,0.84642947,0.0016554998
person83_bacteria_409.jpeg,0.6679797,0.0016944638
person44_virus_93.jpeg,0.44989672,0.0024725248
person22_virus_55.jpeg,0.61930525,0.0015015048
person97_bacteria_468.jpeg,0.64342934,0.0015914432
person133_bacteria_638.jpeg,0.6725853,0.0020345175
person59_virus_116.jpeg,0.4725396,0.0018623183
person1669_virus_2885.jpeg,0.7512957,0.0016437274
person141_bacteria_676.jpeg,0.750402,0.0012740858
person71_virus_131.jpeg,0.39760545,0.0014085835
person1651_virus_2855.jpeg,0.7851704,0.0014089096
person104_bacteria_491.jpeg,0.69273895,0.001782023
person80_bacteria_393.jpeg,0.55702287,0.0010372606
person130_bacteria_628.jpeg,0.5681588,0.0012723373
person149_bacteria_713.jpeg,0.3812007,0.00062969595
person122_bacteria_586.jpeg,0.75897807,0.0026983714
person35_virus_80.jpeg,0.16183224,0.00065538875
person136_bacteria_652.jpeg,0.82149047,0.0015592865
person91_bacteria_447.jpeg,0.7178596,0.0011176814
person113_bacteria_542.jpeg,0.8602778,0.001197847
person1650_virus_2852.jpeg,0.20353964,0.00043174782
person88_bacteria_439.jpeg,0.19514093,0.00025331054
person131_bacteria_629.jpeg,0.520239,0.00056574435
person118_bacteria_559.jpeg,0.07516445,0.00021006621
person175_bacteria_833.jpeg,0.45508176,0.0019962192
person85_bacteria_422.jpeg,0.8318147,0.0011272908
person136_bacteria_654.jpeg,0.6530315,0.0021033534
person138_bacteria_657.jpeg,0.349763,0.00059631217
person1_virus_12.jpeg,0.7618071,0.0020036013
person140_bacteria_667.jpeg,0.49098024,0.00082726433
person89_bacteria_440.jpeg,0.41385907,0.0007808235
person109_bacteria_512.jpeg,0.45688394,0.0005346951
person32_virus_71.jpeg,0.40607017,0.0007615641
person135_bacteria_647.jpeg,0.8008888,0.0023976876
person43_virus_92.jpeg,0.66466165,0.0017173213
person26_virus_60.jpeg,0.5605071,0.0016710835
person21_virus_53.jpeg,0.21342161,0.0003353382
person119_bacteria_565.jpeg,0.8183352,0.0018235617
person154_bacteria_728.jpeg,0.05034463,0.00043588568
person109_bacteria_528.jpeg,0.7917508,0.00078028004
person100_bacteria_477.jpeg,0.5861444,0.0017002093
person119_bacteria_568.jpeg,0.4925726,0.0017882565
person121_bacteria_579.jpeg,0.63921905,0.002887172
person1628_virus_2822.jpeg,0.63380504,0.0012309724
person1635_virus_2831.jpeg,0.6994198,0.0034125329
person112_bacteria_538.jpeg,0.7845088,0.0011033533
person134_bacteria_643.jpeg,0.58414686,0.0014236927
person125_bacteria_595.jpeg,0.51417124,0.0012404758
person95_bacteria_463.jpeg,0.633038,0.0020549288
person101_bacteria_484.jpeg,0.64158976,0.0017437265
person40_virus_87.jpeg,0.63450485,0.0020334055
person76_virus_138.jpeg,0.27488723,0.00048413753
person111_bacteria_536.jpeg,0.7283982,0.0018563549
person91_bacteria_446.jpeg,0.8689964,0.0015112965
person1_virus_13.jpeg,0.57201415,0.0009988822
person147_bacteria_705.jpeg,0.8582875,0.0015513718
person88_bacteria_438.jpeg,0.7966629,0.0022223485
person141_bacteria_681.jpeg,0.6225296,0.0015082104
person133_bacteria_635.jpeg,0.8386699,0.0026308578
person81_bacteria_398.jpeg,0.69719076,0.0023444276
person81_bacteria_396.jpeg,0.44460273,0.0007694984
person91_bacteria_449.jpeg,0.6819031,0.0017976506
person117_bacteria_553.jpeg,0.41543856,0.00087907055
person103_bacteria_488.jpeg,0.87319267,0.0010575402
person133_bacteria_637.jpeg,0.81318605,0.0008931958
person8_virus_28.jpeg,0.43323773,0.0008577153
person82_bacteria_405.jpeg,0.73939276,0.0015415992
person157_bacteria_740.jpeg,0.4727635,0.0014339265
person109_bacteria_517.jpeg,0.77116394,0.00083361886
person125_bacteria_594.jpeg,0.7686516,0.0012705023
person153_bacteria_726.jpeg,0.23554307,0.00044995022
person135_bacteria_646.jpeg,0.7617706,0.0028470443
person1632_virus_2827.jpeg,0.7105023,0.0023765855
person152_bacteria_721.jpeg,0.7950969,0.0015746497
person101_bacteria_486.jpeg,0.7881822,0.0018784523
person25_virus_59.jpeg,0.5376197,0.0012283344
person21_virus_52.jpeg,0.44136152,0.0016270685
person66_virus_125.jpeg,0.29556945,0.00090278423
person44_virus_94.jpeg,0.24261197,0.00043714695
person122_bacteria_582.jpeg,0.7768663,0.0026350128
person1629_virus_2823.jpeg,0.6542827,0.0007370796
person173_bacteria_830.jpeg,0.7489617,0.0015961902
person78_bacteria_381.jpeg,0.5654301,0.0030371791
person136_bacteria_648.jpeg,0.56229824,0.0011619339
person34_virus_76.jpeg,0.6269039,0.0015534258
person100_bacteria_482.jpeg,0.7931859,0.0017169922
person91_bacteria_448.jpeg,0.72713435,0.0018087471
person127_bacteria_602.jpeg,0.7603596,0.002193415
person111_bacteria_535.jpeg,0.8641573,0.001342714
person85_bacteria_424.jpeg,0.4206168,0.0007196622
person1626_virus_2818.jpeg,0.6660047,0.0015706664
person143_bacteria_688.jpeg,0.8813008,0.00087309774
person1610_virus_2793.jpeg,0.39018005,0.00029088545
person1670_virus_2886.jpeg,0.6347195,0.0005589247
person78_bacteria_378.jpeg,0.5952691,0.0013694668
person102_bacteria_487.jpeg,0.4203314,0.00059847673
person86_bacteria_429.jpeg,0.50957257,0.0014788585
person130_bacteria_626.jpeg,0.73894304,0.0023530326
person157_bacteria_735.jpeg,0.83914053,0.0014973829
person130_bacteria_625.jpeg,0.80968535,0.0020533237
person70_virus_130.jpeg,0.35762006,0.00083574094
person1685_virus_2903.jpeg,0.5043769,0.0010324831
person3_virus_16.jpeg,0.5050905,0.00092530524
person48_virus_100.jpeg,0.4040931,0.0011800553
person130_bacteria_623.jpeg,0.3727971,0.00068728795
person64_virus_122.jpeg,0.42699727,0.001307849
person142_bacteria_683.jpeg,0.786599,0.0024496315
person75_virus_136.jpeg,0.6125202,0.0017711375
person96_bacteria_465.jpeg,0.7868496,0.0013508919
person29_virus_64.jpeg,0.28918725,0.00041245893
person114_bacteria_546.jpeg,0.75682265,0.0012314777
person134_bacteria_642.jpeg,0.5456462,0.0014574482
person1645_virus_2845.jpeg,0.62041247,0.0020841607
person53_virus_108.jpeg,0.7184859,0.0028526043
person1649_virus_2850.jpeg,0.65813655,0.00019357906
person79_virus_148.jpeg,0.16547053,0.0008260421
person120_bacteria_572.jpeg,0.61345303,0.0017474132
person20_virus_51.jpeg,0.50688255,0.0011283627
person1616_virus_2802.jpeg,0.52954715,0.001991119
person1612_virus_2798.jpeg,0.7387676,0.0022805538
person1653_virus_2859.jpeg,0.16435042,0.00022212985
person111_bacteria_537.jpeg,0.6750967,0.0015452885
person133_bacteria_633.jpeg,0.87725365,0.0017582852
person51_virus_105.jpeg,0.4679274,0.0011005183
person92_bacteria_450.jpeg,0.702516,0.0007919651
person118_bacteria_560.jpeg,0.238332,0.000339953
person101_bacteria_485.jpeg,0.78944397,0.0018844167
person19_virus_50.jpeg,0.5294374,0.0015350946
person110_bacteria_531.jpeg,0.62090456,0.0007536714
person120_bacteria_571.jpeg,0.8948349,0.0017818619
person1674_virus_2890.jpeg,0.37638488,0.00091735786
person93_bacteria_454.jpeg,0.62383264,0.0010725862
person36_virus_81.jpeg,0.42111102,0.0009944316
person152_bacteria_724.jpeg,0.24867778,0.0003599428
person109_bacteria_522.jpeg,0.6704345,0.0012523934
person139_bacteria_666.jpeg,0.62446845,0.0019097625
person109_bacteria_523.jpeg,0.84966433,0.0015376522
person153_bacteria_725.jpeg,0.5435673,0.00060070003
person1661_virus_2872.jpeg,0.7589796,0.00083920744
person1647_virus_2848.jpeg,0.3387804,0.00066188036
person1627_virus_2819.jpeg,0.68779844,0.0010144461
person120_bacteria_570.jpeg,0.7276439,0.0012219496
person1612_virus_2797.jpeg,0.50543576,0.00064252067
person121_bacteria_580.jpeg,0.56950885,0.00061787514
person1659_virus_2867.jpeg,0.693434,0.0019418302
person146_bacteria_703.jpeg,0.7811626,0.0028159479
person100_bacteria_480.jpeg,0.8757213,0.0024067773
person136_bacteria_650.jpeg,0.7404033,0.0035344444
person172_bacteria_827.jpeg,0.7288815,0.0023739405
person99_bacteria_474.jpeg,0.4214127,0.00057703204
person61_virus_118.jpeg,0.6242674,0.0013120036
person87_bacteria_433.jpeg,0.73666155,0.0016769492
person1633_virus_2829.jpeg,0.4369925,0.0004021703
person111_bacteria_533.jpeg,0.8101823,0.002276556
person175_bacteria_835.jpeg,0.80361646,0.0013266144
person155_bacteria_731.jpeg,0.8292167,0.0026002857
person94_bacteria_456.jpeg,0.6544734,0.0012203335
person128_bacteria_606.jpeg,0.8416512,0.0013293531
person78_virus_140.jpeg,0.20361622,0.0013707941
person37_virus_82.jpeg,0.6622437,0.001471525
person1682_virus_2899.jpeg,0.5595568,0.0012875072
person72_virus_133.jpeg,0.41345525,0.0010078055
person113_bacteria_541.jpeg,0.8185421,0.0035327573
person30_virus_69.jpeg,0.51209503,0.0009923836
person1642_virus_2842.jpeg,0.49961767,0.001494926
person117_bacteria_557.jpeg,0.38970453,0.00066048524
person158_bacteria_745.jpeg,0.46838075,0.00045613624
person134_bacteria_644.jpeg,0.58091253,0.0017204066
person1640_virus_2839.jpeg,0.5246941,0.0021968451
person126_bacteria_600.jpeg,0.9061939,0.0020172722
person147_bacteria_706.jpeg,0.74422437,0.00099344
person38_virus_84.jpeg,0.6894965,0.0019674134
person140_bacteria_668.jpeg,0.4940297,0.0011500027
person41_virus_88.jpeg,0.4477812,0.0019271644
person1672_virus_2888.jpeg,0.36942154,0.0014466319
person83_bacteria_410.jpeg,0.78594106,0.0014649827
person1619_virus_2806.jpeg,0.58054054,0.0015252081
person150_bacteria_717.jpeg,0.53063285,0.00087195873
person139_bacteria_663.jpeg,0.8595158,0.0018868876
person1675_virus_2891.jpeg,0.5502381,0.0018044118
person28_virus_62.jpeg,0.5241137,0.0009752499
person1664_virus_2877.jpeg,0.6074294,0.0016320698
person80_bacteria_389.jpeg,0.694272,0.0009063513
person142_bacteria_684.jpeg,0.73523295,0.0014252632
person82_bacteria_404.jpeg,0.8347994,0.0013539328
person1643_virus_2843.jpeg,0.33764216,0.0007360298
person96_bacteria_464.jpeg,0.860165,0.001074351
person1615_virus_2801.jpeg,0.51412225,0.0008466688
person96_bacteria_466.jpeg,0.7783062,0.002609412
person126_bacteria_599.jpeg,0.92658144,0.001402322
person101_bacteria_483.jpeg,0.7964526,0.0023260596
person141_bacteria_677.jpeg,0.28480834,0.0005769724
person133_bacteria_634.jpeg,0.7816938,0.0017530737
person161_bacteria_759.jpeg,0.7894457,0.0018393202
person100_bacteria_478.jpeg,0.7099315,0.0014544966
person124_bacteria_591.jpeg,0.78107023,0.0008092317
person173_bacteria_831.jpeg,0.39311367,0.0006813436
person111_bacteria_534.jpeg,0.7577596,0.0019862792
person78_bacteria_384.jpeg,0.82222193,0.0018863216
person128_bacteria_608.jpeg,0.34047168,0.0007211827
person143_bacteria_687.jpeg,0.74718547,0.0011784601
person136_bacteria_649.jpeg,0.7616808,0.0014205644
person85_bacteria_417.jpeg,0.6925393,0.000759706
person1655_virus_2861.jpeg,0.37538528,0.0011299936
person78_bacteria_386.jpeg,0.8327136,0.0017689696
person1673_virus_2889.jpeg,0.6761769,0.0016613633
person80_bacteria_391.jpeg,0.65236574,0.0010239176
person1_virus_9.jpeg,0.76358026,0.0016937775
person100_bacteria_479.jpeg,0.85313857,0.0014558291
person83_bacteria_411.jpeg,0.583111,0.00074638356
person157_bacteria_739.jpeg,0.76975894,0.0006847247
person108_bacteria_506.jpeg,0.45561564,0.0012125077
person155_bacteria_729.jpeg,0.8101528,0.0012388973
person1660_virus_2869.jpeg,0.62240976,0.0021102608
person62_virus_119.jpeg,0.4312574,0.0011084715
person158_bacteria_743.jpeg,0.58763933,0.0011985288
person145_bacteria_696.jpeg,0.7817047,0.0023133901
person109_bacteria_527.jpeg,0.9121683,0.00042979236
person1614_virus_2800.jpeg,0.5966627,0.0011819134
person146_bacteria_704.jpeg,0.5279342,0.0008178902
person112_bacteria_539.jpeg,0.765633,0.002291166
person128_bacteria_607.jpeg,0.8393856,0.0016093802
person81_bacteria_397.jpeg,0.47806704,0.0013400005
person91_bacteria_445.jpeg,0.6086005,0.0019149485
person1679_virus_2896.jpeg,0.6470903,0.0013903877
person14_virus_44.jpeg,0.5790738,0.0016068161
person1622_virus_2810.jpeg,0.79453313,0.0017223142
person92_bacteria_451.jpeg,0.8172295,0.00068619166
person139_bacteria_662.jpeg,0.9469273,0.00041279112
person99_bacteria_473.jpeg,0.73209846,0.0020295968
person121_bacteria_576.jpeg,0.71554023,0.0036042265
person77_virus_139.jpeg,0.65164864,0.0016665676
person152_bacteria_722.jpeg,0.7325485,0.0037228733
person134_bacteria_641.jpeg,0.53769684,0.0012213582
person53_virus_107.jpeg,0.64406806,0.0019206499
person128_bacteria_605.jpeg,0.8421126,0.0012521582
person139_bacteria_661.jpeg,0.83888626,0.0012269884
person171_bacteria_826.jpeg,0.8103142,0.0023296075
person1623_virus_2813.jpeg,0.28458038,0.00070645474
person161_bacteria_757.jpeg,0.59947383,0.0018431109
person17_virus_48.jpeg,0.6260525,0.0017009256
person173_bacteria_829.jpeg,0.7489829,0.0012160348
person139_bacteria_664.jpeg,0.90694445,0.0016211086
person94_bacteria_457.jpeg,0.8173143,0.0013867359
person161_bacteria_762.jpeg,0.3595547,0.0012118082
person49_virus_101.jpeg,0.23065193,0.00030191807
person119_bacteria_567.jpeg,0.40351218,0.0011841456
person139_bacteria_665.jpeg,0.88029563,0.0014159557
person90_bacteria_442.jpeg,0.63085264,0.0017916202
person108_bacteria_504.jpeg,0.6984883,0.0018101225
person83_bacteria_414.jpeg,0.61064994,0.0015717616
person31_virus_70.jpeg,0.703814,0.0038822063
person1_virus_7.jpeg,0.74863344,0.00451236
person1618_virus_2805.jpeg,0.61442935,0.0018146901
person108_bacteria_507.jpeg,0.6564933,0.0015968397
person152_bacteria_720.jpeg,0.5550431,0.00085825834
person158_bacteria_744.jpeg,0.89596266,0.0013806955
person23_virus_56.jpeg,0.56282246,0.0015002486
person175_bacteria_834.jpeg,0.7018911,0.0008448002
person113_bacteria_543.jpeg,0.3719257,0.0009817501
person65_virus_123.jpeg,0.43681508,0.0006956861
person159_bacteria_746.jpeg,0.7045389,0.0013082788
person46_virus_96.jpeg,0.55523455,0.0010001553
person18_virus_49.jpeg,0.3415633,0.0007678501
person1661_virus_2873.jpeg,0.767433,0.0015369409
person103_bacteria_490.jpeg,0.44831598,0.0009039264
person28_virus_63.jpeg,0.51837283,0.0018623807
person1657_virus_2864.jpeg,0.36017436,0.002292347
person83_bacteria_412.jpeg,0.86311996,0.0012558171
person114_bacteria_544.jpeg,0.53261775,0.0009346552
person1656_virus_2862.jpeg,0.6167964,0.0042580576
person24_virus_58.jpeg,0.53924876,0.00059492147
person22_virus_54.jpeg,0.73306185,0.0018821838
person124_bacteria_589.jpeg,0.80915797,0.0016587038
person1676_virus_2892.jpeg,0.53628784,0.0012570259
person78_bacteria_380.jpeg,0.71944594,0.001377299
person63_virus_121.jpeg,0.2566555,0.0003352316
person152_bacteria_723.jpeg,0.776675,0.0018504601
person1653_virus_2858.jpeg,0.3865839,0.0010058392
person122_bacteria_581.jpeg,0.29879844,0.0006872169
person150_bacteria_716.jpeg,0.74577856,0.0025402352
person1613_virus_2799.jpeg,0.6127506,0.0017302851
person147_bacteria_707.jpeg,0.63791674,0.0011206408
person132_bacteria_632.jpeg,0.649885,0.0028718354
person39_virus_85.jpeg,0.6218535,0.0011539434
person16_virus_47.jpeg,0.18998125,0.00024622463
person33_virus_72.jpeg,0.55020076,0.0018315442
person159_bacteria_747.jpeg,0.5456866,0.0009396762
person1620_virus_2807.jpeg,0.48231584,0.0011516378
person127_bacteria_604.jpeg,0.29574007,0.0009411853
person134_bacteria_640.jpeg,0.5307569,0.0012031423
person138_bacteria_659.jpeg,0.24421415,0.00054017355
person143_bacteria_689.jpeg,0.5544461,0.0027693629
person158_bacteria_742.jpeg,0.7194203,0.0015567197
person103_bacteria_489.jpeg,0.7920284,0.001931644
person10_virus_35.jpeg,0.4449175,0.0011532647
person56_virus_112.jpeg,0.56603354,0.0011865757
person113_bacteria_540.jpeg,0.74584395,0.0013182112
person119_bacteria_566.jpeg,0.6722315,0.0015270534
person124_bacteria_592.jpeg,0.5503594,0.00072226406
person82_bacteria_402.jpeg,0.75982416,0.002092325
person127_bacteria_603.jpeg,0.7847184,0.0018290344
person122_bacteria_584.jpeg,0.74909055,0.0012504243
person85_bacteria_421.jpeg,0.61697763,0.0011796837
person1669_virus_2884.jpeg,0.5907835,0.0023986045
person174_bacteria_832.jpeg,0.6954649,0.0008500924
person1_virus_11.jpeg,0.7863946,0.0029285136
